Twin,METER IN EFFECT: 9:00 AM TO 10:00 PM,Kitsilano,-123.157002968364,49.2639857828638,0101000020E6100000E49F2D560CCA5EC026014049CAA14840
Twin,METER IN EFFECT: 9:00 AM TO 10:00 PM,Fairview,-123.132914936769,49.2634201255024,0101000020E6100000A8A4A6AD81C85EC00D122CC0B7A14840
Twin,METER IN EFFECT: 9:00 AM TO 10:00 PM,Kitsilano,-123.163998660889,49.2640963488861,0101000020E6100000CA463DF47ECA5EC0BABABEE8CDA14840
Twin,METER IN EFFECT: 9:00 AM TO 10:00 PM,Kitsilano,-123.163998660889,49.2640963488861,0101000020E6100000CA463DF47ECA5EC0BABABEE8CDA14840
Twin,METER IN EFFECT: 9:00 AM TO 10:00 PM,Kitsilano,-123.164168005025,49.264098959876,0101000020E6100000722885BA81CA5EC09BC9A5FECDA14840
Twin,METER IN EFFECT: 9:00 AM TO 10:00 PM,Fairview,-123.134033741347,49.2636167186098,0101000020E610000056E9410294C85EC0D18D5031BEA14840
Twin,METER IN EFFECT: 9:00 AM TO 10:00 PM,Downtown,-123.12578237692,49.2760430021563,0101000020E610000036D286D10CC85EC08646896055A34840
Twin,METER IN EFFECT: 9:00 AM TO 10:00 PM,Downtown,-123.121088954257,49.2791455977801,0101000020E6100000349CE2EBBFC75EC0DAA4FE0ABBA34840
Single,METER IN EFFECT: 9:00 AM TO 10:00 PM,Downtown,-123.116031704006,49.2814231941986,0101000020E610000051803D106DC75EC09DB5DBAC05A44840
Twin,METER IN EFFECT: 9:00 AM TO 10:00 PM,Fairview,-123.138379117854,49.2648107829874,0101000020E610000077681634DBC85EC08E47DA51E5A14840
Twin,METER IN EFFECT: 9:00 AM TO 10:00 PM,Grandview-Woodland,-123.069394505573,49.2761718970071,0101000020E610000052FDA6F570C45EC022DCC89959A34840
Twin,METER IN EFFECT: 9:00 AM TO 10:00 PM,Grandview-Woodland,-123.069508684125,49.2689906258756,0101000020E6100000B6468DD472C45EC07C88EA486EA24840
Twin,METER IN EFFECT: 9:00 AM TO 10:00 PM,West End,-123.139476691907,49.2888910088565,0101000020E6100000DF92A52FEDC85EC0D5926D61FAA44840
Twin,METER IN EFFECT: 9:00 AM TO 10:00 PM,Mount Pleasant,-123.109363439911,49.2658600036247,0101000020E6100000EE7283CFFFC65EC0F7705AB307A24840
Twin,METER IN EFFECT: 9:00 AM TO 10:00 PM,Downtown,-123.119608203737,49.2881435655921,0101000020E61000008FD82AA9A7C75EC0AD626BE3E1A44840
